Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,1,ossart raphaël,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,2,motta paes kellian,4,3,3,12,1,-,-,-,.,.,4,-,-,2,50%,2
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,4,renaud dimitri (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,7,focard de fontefiguieres baptiste,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,8,kovacevic nikola,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,9,mendez nicolas,14,6,9,13,3,1,21,-,67%,43%,28,1,1,12,43%,1
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,13,weidner killian,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,14,crer pablo,10,6,10,23,-,1,-,-,.,.,4,-,-,2,50%,7
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,15,weisigk julian,16,4,10,16,3,1,-,-,.,.,29,1,2,15,52%,-
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,16,gonzalez alexis (l),-,-,-1,-,-,-,14,1,57%,29%,-,-,-,-,.,-
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,17,panou joachim,20,7,13,17,3,1,23,1,39%,13%,31,1,2,18,58%,1
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,18,jurkovics mathaus,6,2,4,14,-,-,7,1,29%,14%,8,-,1,4,50%,2
6478,2023-02-18,paris,rougeyron dorian,pierre charpy paris 13,,totals,70,28,47,97,11,4,65,3,51%,26%,104,3,6,53,51%,13
