Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,1,kroiss philipp (l),-,-,-1,-,-,-,16,1,63%,38%,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,2,grosnon quentin (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,3,lalisse  rémy,1,1,-2,2,-,-,13,1,23%,23%,2,-,2,-,0%,1
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,4,takaniko boris,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,6,dutra oliveira yago,15,4,7,8,4,-,22,2,59%,41%,30,1,1,14,47%,1
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,7,villard paul,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,8,lengrand fabien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,9,egleskalns hermans,25,6,13,16,4,1,-,-,.,.,42,2,6,23,55%,1
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,10,van zeist maikel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,11,pepin tinaël,5,2,-3,14,4,-,28,2,36%,25%,11,2,-,5,45%,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,12,malandain victor,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,13,racicot william,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,14,geiler  baptiste,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,15,fiel david,7,2,5,15,2,-,-,-,.,.,11,-,-,7,64%,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,17,jecmenica ivan,8,1,7,20,1,1,1,-,0%,0%,10,-,-,6,60%,1
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,18,moussa karim,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,20,gjorgiev gjorgi,6,4,4,14,1,-,-,-,.,.,4,-,1,3,75%,3
6342,2022-10-08,cambrai,denys gabriel,espace omnisports plessis-robinson,,totals,67,20,29,90,17,2,80,6,45%,31%,110,5,10,58,53%,7
