Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,1,de barros ferreira joao rafael,12,4,7,16,1,1,24,1,54%,33%,28,3,-,11,39%,-
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,2,derouillon pierre,3,1,1,3,-,-,9,2,44%,22%,6,-,-,3,50%,-
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,5,nascimento dos santos leandro,5,1,2,13,3,-,-,-,.,.,9,-,-,4,44%,1
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,7,palonsky luciano,21,6,15,12,5,-,9,-,33%,33%,33,1,-,17,52%,4
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,9,bruckert thiebault,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,10,drame neto aboubacar,19,7,9,19,3,2,-,-,.,.,41,3,4,15,37%,2
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,12,teryomenko dmytro,9,4,3,16,6,-,6,-,83%,50%,11,-,-,6,55%,3
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,13,totele romain,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,14,diez benjamin (l),-,-,-1,-,-,-,28,1,39%,21%,-,-,-,-,.,-
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,17,coric zeljko,3,2,1,22,1,1,1,-,0%,0%,5,1,-,1,20%,1
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,19,monteiro de santana jose ademar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,20,klajmon jakub,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6924,2023-04-14,tours,fronckowiak marcelo,chaban delmas castelnau-le-lez,,totals,72,25,37,101,19,4,77,4,47%,29%,133,8,4,57,43%,11
