Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,1,de barros ferreira joao rafael,5,3,-3,12,4,-,23,1,48%,22%,10,2,1,3,30%,2
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,2,derouillon pierre,11,4,3,20,3,-,27,1,41%,19%,21,1,3,9,43%,2
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,3,aya dioko clément,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,4,de narda eliot,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,5,nascimento dos santos leandro,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,6,pelvet aymeric,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,7,palonsky luciano,7,-,3,7,2,-,26,1,46%,23%,19,1,-,7,37%,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,8,chauvin gary,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,9,bruckert thiebault,-,-,-,4,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,10,drame neto aboubacar,23,3,7,17,4,-,-,-,.,.,51,6,6,21,41%,2
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,11,nachbar julien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,12,teryomenko dmytro,22,12,15,18,5,2,1,-,100%,100%,18,-,2,11,61%,9
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,13,totele romain,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,14,diez benjamin (l),-,-,-1,-,-,-,15,1,40%,27%,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,16,le goff robin (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,17,coric zeljko,3,1,-1,22,4,-,-,-,.,.,2,-,-,2,100%,1
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,18,furic thomas,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,19,monteiro de santana jose ademar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,20,klajmon jakub,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,21,pommier kilian,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,22,parkinson michael,10,4,8,8,1,-,1,-,100%,100%,11,-,1,6,55%,4
6487,2023-03-04,tours,fronckowiak marcelo,espace omnisports plessis-robinson,,totals,81,27,31,109,23,2,93,4,45%,24%,132,10,13,59,45%,20
