Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,1,gueye moussé,12,6,6,16,4,1,4,1,25%,0%,10,1,-,6,60%,5
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,2,bazin yannick,-,-,-1,3,1,-,-,-,.,.,-,-,-,-,.,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,3,chaboissant anatole,5,2,3,13,2,1,-,-,.,.,4,-,-,4,100%,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,4,galtie timothé,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,5,magnin simon,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,6,wang si valentin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,7,huetz françois,6,1,3,11,2,-,-,-,.,.,7,1,-,5,71%,1
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,10,thoral thibaut,1,-,-2,3,-,-,6,-,33%,17%,6,-,3,1,17%,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,12,pasquier julien (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,13,lemeur tanguy,-,-,-,-,-,-,2,-,0%,0%,-,-,-,-,.,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,16,neves atu chizoba eduardo,28,7,21,15,-,2,-,-,.,.,43,5,2,25,58%,1
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,17,lopez pascual tomas,11,2,2,14,3,-,28,3,68%,43%,25,2,1,10,40%,1
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,18,horvath kristof,8,4,2,12,-,-,24,2,38%,33%,16,1,3,7,44%,1
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,19,massimino franco (l),-,-,-1,-,-,-,20,1,75%,60%,-,-,-,-,.,-
6370,2022-11-02,nantes rezé,henno hubert,trocardière rezé,,totals,71,22,33,90,12,4,84,7,55%,39%,111,10,9,58,52%,9
