Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6360,2022-10-27,sète,marquet luc,louis marty sète,1,gauna maximiliano,16,6,14,19,1,2,-,-,.,.,11,1,-,10,91%,4
6360,2022-10-27,sète,marquet luc,louis marty sète,3,hrytsenko danylo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6360,2022-10-27,sète,marquet luc,louis marty sète,5,sossenheimer david ,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6360,2022-10-27,sète,marquet luc,louis marty sète,7,garcia matthieu,1,1,1,7,-,-,-,-,.,.,-,-,-,-,.,1
6360,2022-10-27,sète,marquet luc,louis marty sète,9,picard  tom,6,4,-1,17,3,2,33,2,42%,24%,7,-,2,3,43%,1
6360,2022-10-27,sète,marquet luc,louis marty sète,12,zolotukhin nikita ,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6360,2022-10-27,sète,marquet luc,louis marty sète,13,beriot timo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6360,2022-10-27,sète,marquet luc,louis marty sète,14,deveze romain (l),-,-,-3,-,-,-,21,3,62%,48%,-,-,-,-,.,-
6360,2022-10-27,sète,marquet luc,louis marty sète,15,russell kyle,28,9,16,21,6,4,-,-,.,.,43,4,2,24,56%,-
6360,2022-10-27,sète,marquet luc,louis marty sète,16,fouillade  hugo (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6360,2022-10-27,sète,marquet luc,louis marty sète,17,zanotti lisandro,5,2,-10,14,2,-,19,1,47%,26%,26,9,3,5,19%,-
6360,2022-10-27,sète,marquet luc,louis marty sète,18,kreek ardo,11,6,7,20,3,3,2,-,50%,0%,14,-,1,7,50%,1
6360,2022-10-27,sète,marquet luc,louis marty sète,19,rippert tibo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6360,2022-10-27,sète,marquet luc,louis marty sète,20,epp derek ,4,3,2,9,1,1,-,-,.,.,4,1,-,2,50%,1
6360,2022-10-27,sète,marquet luc,louis marty sète,,totals,71,31,26,107,16,12,75,6,49%,31%,105,15,8,51,49%,8
