Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,1,buiatti renan,14,4,10,14,-,1,-,-,.,.,28,1,3,11,39%,2
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,2,loubeyre thibault (l),-,-,-1,-,-,-,20,1,55%,15%,-,-,-,-,.,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,4,chamala alix,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,6,lavigne tom (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,7,goncalves antony gabriel,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,8,coulet eliot,-,-,-1,5,1,-,-,-,.,.,-,-,-,-,.,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,9,blankenau jay,1,1,-1,15,2,-,1,-,0%,0%,-,-,-,-,.,1
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,10,reichert moritz,18,5,12,20,1,2,16,1,38%,31%,30,1,3,15,50%,1
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,11,roehrig simon,12,4,11,14,1,1,2,-,50%,0%,11,-,-,7,64%,4
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,12,vanberkel lucas,9,3,8,12,-,-,2,-,50%,0%,10,-,1,6,60%,3
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,14,bultor daryl,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,17,barnes ryley,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,18,gempin grégory,19,7,10,11,-,-,36,2,47%,31%,38,5,2,18,47%,1
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,20,strehlau alexandre,2,-,2,-,-,-,-,-,.,.,4,-,-,2,50%,-
6369,2022-11-02,tourcoing,motta paes mauricio,vanpoulle cambrai,,totals,75,24,50,91,5,4,77,4,47%,25%,121,7,9,59,49%,12
