Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,1,gueye moussé,9,3,4,11,5,2,-,-,.,.,8,-,-,7,88%,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,2,bazin yannick,-,-,-,6,-,-,-,-,.,.,-,-,-,-,.,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,3,chaboissant anatole,-,-,-2,10,1,-,-,-,.,.,1,1,-,-,0%,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,7,huetz françois,2,-,-2,5,2,-,1,1,0%,0%,4,1,-,1,25%,1
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,10,thoral thibaut,6,1,-1,8,1,-,21,2,52%,29%,19,1,3,6,32%,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,13,lemeur tanguy,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,15,de oliveira montes da silva petrus,4,1,4,2,-,-,-,-,.,.,5,-,-,3,60%,1
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,16,neves atu chizoba eduardo,15,4,5,11,3,1,-,-,.,.,27,5,2,14,52%,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,17,lopez pascual tomas,9,4,4,12,2,2,15,-,67%,47%,15,-,3,6,40%,1
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,18,horvath kristof,-,-,-1,1,-,-,-,-,.,.,1,-,1,-,0%,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,19,massimino franco (l),-,-,-2,-,-,-,25,2,52%,28%,-,-,-,-,.,-
6412,2022-12-10,nantes rezé,henno hubert,robert grenon tours,,totals,45,13,9,67,14,5,62,5,55%,32%,80,8,9,37,46%,3
