Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,1,kroiss philipp (l),-,-,-1,-,-,-,16,1,50%,25%,-,-,-,-,.,-
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,2,grosnon quentin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,3,lalisse  rémy,2,-,-3,6,2,-,16,1,38%,6%,5,-,2,2,40%,-
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,4,takaniko boris,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,7,villard paul,3,-,-4,9,2,-,17,3,59%,29%,10,2,-,3,30%,-
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,9,egleskalns hermans,16,3,13,12,2,1,-,-,.,.,25,1,-,14,56%,1
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,11,pepin tinaël,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,14,geiler  baptiste,12,5,9,7,-,1,12,2,42%,8%,13,-,1,8,62%,3
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,15,fiel david,5,1,3,7,1,-,-,-,.,.,5,1,-,4,80%,1
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,17,jecmenica ivan,2,2,1,8,-,-,-,-,.,.,5,1,-,-,0%,2
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,20,gjorgiev gjorgi,1,1,1,11,-,-,-,-,.,.,-,-,-,-,.,1
6397,2022-11-26,cambrai,denys gabriel,chaban delmas castelnau-le-lez,,totals,41,12,19,61,7,2,61,7,48%,18%,63,5,3,31,49%,8
