Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,1,mosquera galvis ronnie stewar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,2,mahieux maxence,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,3,vasquez osta moises eduardo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,4,socie victor,-,-,-2,3,2,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,5,lersch da silveira vinicius,-,-,-,-,-,-,3,-,0%,0%,2,-,-,-,0%,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,6,jouffroy quentin,7,4,-1,18,5,2,-,-,.,.,9,1,2,3,33%,2
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,7,ramon luca (l),-,-,-2,-,-,-,24,2,54%,29%,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,8,gabin alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,9,vettori luca,18,5,8,18,4,1,1,1,0%,0%,35,2,3,16,46%,1
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,10,ramon ferragut jordi,22,5,9,23,4,1,34,1,50%,24%,46,5,3,19,41%,2
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,11,dijoud tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,12,kolev nikolay,9,1,4,11,2,-,3,-,67%,0%,13,1,2,7,54%,2
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,13,peyre clément,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,15,faganas julien,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,18,gelinski danilo,4,2,2,15,2,1,1,-,100%,0%,1,-,-,-,0%,3
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,19,rivas quijada willner enrique,17,6,2,17,4,-,25,4,48%,20%,41,2,5,17,41%,-
6509,2023-03-25,narbonne,falasca guillermo,coubertin saint-nazaire,,totals,77,23,19,107,24,5,91,8,49%,22%,147,11,15,62,42%,10
