Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,1,de barros ferreira joao rafael,17,6,8,19,3,1,34,3,44%,15%,30,1,2,15,50%,1
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,2,derouillon pierre,1,-,-,-,-,-,1,1,0%,0%,1,-,-,1,100%,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,5,nascimento dos santos leandro,7,2,3,19,3,1,-,-,.,.,13,-,1,6,46%,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,6,pelvet aymeric (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,7,palonsky luciano,20,8,10,19,5,2,24,2,54%,38%,34,1,2,18,53%,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,8,chauvin gary,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,9,bruckert thiebault,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,10,drame neto aboubacar,16,3,2,14,5,-,1,-,100%,100%,35,7,2,16,46%,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,12,teryomenko dmytro,11,2,3,18,6,-,4,-,75%,0%,13,-,2,9,69%,2
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,14,diez benjamin (l),-,-,-1,-,-,-,17,1,53%,29%,-,-,-,-,.,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,17,coric zeljko,4,2,2,19,2,-,1,-,0%,0%,4,-,-,3,75%,1
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,19,monteiro de santana jose ademar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,20,klajmon jakub,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6959,2023-04-23,tours,fronckowiak marcelo,robert grenon tours,,totals,76,23,27,111,24,4,82,7,50%,24%,130,9,9,68,52%,4
