Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,1,gueye moussé,5,2,3,6,-,-,3,1,0%,0%,6,-,1,3,50%,2
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,2,bazin yannick,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,3,chaboissant anatole,3,1,-,15,2,1,-,-,.,.,3,-,1,2,67%,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,4,galtie timothé,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,5,magnin simon,1,1,1,4,-,1,-,-,.,.,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,7,huetz françois,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,10,thoral thibaut,16,5,14,12,1,1,25,-,32%,24%,20,1,-,14,70%,1
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,12,pasquier julien (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,13,lemeur tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,14,henno mathis,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,15,de oliveira montes da silva petrus,6,4,4,11,-,-,2,-,50%,50%,11,2,-,5,45%,1
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,16,neves atu chizoba eduardo,20,10,11,13,3,1,-,-,.,.,33,3,3,19,58%,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,17,lopez pascual tomas,9,5,1,12,1,-,13,2,38%,15%,18,-,5,7,39%,2
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,19,massimino franco (l),-,-,-,-,-,-,9,-,67%,56%,-,-,-,-,.,-
6958,2023-04-23,nantes rezé,henno hubert,mangin beaulieu nantes,,totals,60,28,34,73,7,4,52,3,38%,27%,91,6,10,50,55%,6
