Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,1,mosquera galvis ronnie stewar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,2,mahieux maxence (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,3,vasquez osta moises eduardo,-,-,-1,6,1,-,-,-,.,.,-,-,-,-,.,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,4,socie victor,4,2,2,8,1,1,9,1,44%,33%,4,-,-,3,75%,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,5,lersch da silveira vinicius,1,-,-1,4,-,-,11,1,18%,9%,7,-,1,1,14%,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,6,jouffroy quentin,10,4,9,13,1,-,3,-,67%,0%,9,-,-,7,78%,3
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,7,ramon luca (l),-,-,-2,-,-,-,21,2,52%,33%,-,-,-,-,.,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,8,gabin alexandre,-,-,-,4,-,-,-,-,.,.,-,-,-,-,.,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,9,vettori luca,11,3,6,8,2,1,-,-,.,.,25,3,-,10,40%,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,11,dijoud tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,12,kolev nikolay,5,1,3,4,2,-,1,-,100%,100%,6,-,-,3,50%,2
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,15,faganas julien,4,3,2,5,1,1,-,-,.,.,7,1,-,3,43%,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,18,gelinski danilo,1,-,1,13,-,-,-,-,.,.,1,-,-,1,100%,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,19,rivas quijada willner enrique,15,3,6,11,2,-,21,3,43%,19%,26,1,3,15,58%,-
6379,2022-11-06,narbonne,falasca guillermo,arena narbonne,,totals,51,16,25,76,10,3,66,7,44%,24%,85,5,4,43,51%,5
