Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,1,kroiss philipp (l),-,-,-1,-,-,-,15,1,40%,20%,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,2,grosnon quentin (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,3,lalisse  rémy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,4,takaniko boris,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,6,dutra oliveira yago,18,6,4,14,2,-,35,4,54%,34%,32,4,4,13,41%,5
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,7,villard paul,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,8,lengrand fabien,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,9,egleskalns hermans,24,3,15,22,4,2,1,-,100%,0%,43,4,1,22,51%,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,10,van zeist maikel,-,-,-1,-,-,-,1,1,0%,0%,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,11,pepin tinaël,-,-,-1,1,1,-,-,-,.,.,-,-,-,-,.,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,14,geiler  baptiste,15,5,9,19,3,1,31,1,26%,16%,26,2,-,13,50%,1
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,15,fiel david,10,5,3,16,4,-,5,-,20%,20%,9,3,-,4,44%,6
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,17,jecmenica ivan,9,2,8,17,1,-,4,-,100%,25%,11,-,-,8,73%,1
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,20,gjorgiev gjorgi,-,-,-4,15,1,-,1,-,0%,0%,4,3,-,-,0%,-
6365,2022-10-29,cambrai,denys gabriel,vanpoulle cambrai,,totals,76,21,32,104,16,3,93,7,42%,24%,125,16,5,60,48%,13
