Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,2,vol mathieu (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,4,ferreira do nascimento leonardo,1,-,-2,1,1,-,6,1,17%,0%,4,-,1,1,25%,-
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,5,michelucci moralez renan,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,6,demyanenko danny,5,3,2,10,2,-,1,-,100%,0%,8,1,-,4,50%,1
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,7,pontes veloso thiago,1,1,-2,18,3,-,-,-,.,.,-,-,-,-,.,1
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,9,dukic marin,13,3,8,9,2,-,26,2,42%,4%,23,1,-,13,57%,-
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,11,faure theo,23,10,16,20,1,5,1,1,0%,0%,30,2,3,16,53%,2
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,12,rajoharivelo pépin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,13,palacios ezequiel,20,6,14,10,3,-,23,1,78%,48%,28,1,1,16,57%,4
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,14,le goff nicolas,5,1,2,14,2,-,-,-,.,.,10,-,1,3,30%,2
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,19,closter sebastian (l),-,-,-,-,-,-,14,-,57%,21%,-,-,-,-,.,-
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,20,lecat julien,1,1,-1,5,2,1,-,-,.,.,-,-,-,-,.,-
6357,2022-10-22,montpellier,lecat olivier,gianmarchi-palmeira nice,,totals,69,25,37,87,16,6,71,5,55%,21%,103,5,6,53,51%,10
