Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,1,mosquera galvis ronnie stewar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,2,mahieux maxence (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,3,vasquez osta moises eduardo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,4,socie victor,-,-,-,-,-,-,1,-,100%,100%,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,5,lersch da silveira vinicius,11,4,2,12,2,1,27,5,41%,33%,15,2,-,6,40%,4
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,6,jouffroy quentin,16,8,13,20,3,3,3,-,100%,100%,8,-,-,7,88%,6
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,7,ramon luca (l),-,-,-1,-,-,-,24,1,79%,71%,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,8,gabin alexandre,-,-,-1,5,1,-,-,-,.,.,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,9,vettori luca,16,7,4,16,5,1,3,1,33%,0%,29,-,6,14,48%,1
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,10,ramon ferragut jordi,21,8,10,24,6,1,24,3,29%,17%,36,-,2,20,56%,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,11,dijoud tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,12,kolev nikolay,13,2,12,13,1,-,1,-,100%,100%,17,-,-,11,65%,2
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,15,faganas julien,-,-,-2,5,2,-,-,-,.,.,-,-,-,-,.,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,18,gelinski danilo,2,-,-1,16,2,-,-,-,.,.,3,1,-,2,67%,-
6456,2023-01-27,narbonne,falasca guillermo,arena narbonne,,totals,79,29,36,111,22,6,83,10,52%,42%,108,3,8,60,56%,13
