Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,1,gonzalez panton javier,4,2,2,14,2,-,-,-,.,.,2,-,-,1,50%,3
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,2,le meur lilian (l),-,-,-2,-,-,-,15,2,67%,47%,-,-,-,-,.,-
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,3,marshall steven,11,6,4,11,3,1,10,-,70%,40%,26,1,3,9,35%,1
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,4,cuk gojko,6,2,5,11,1,-,-,-,.,.,10,-,-,4,40%,2
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,6,cardin célestin,11,1,4,11,5,-,-,-,.,.,24,1,1,11,46%,-
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,7,mora hugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,8,rebeyrol françois,2,2,-1,3,-,1,7,1,57%,29%,5,-,2,1,20%,-
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,10,medina franco valentin,5,2,3,13,1,-,-,-,.,.,8,-,1,3,38%,2
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,17,nack-minyem william,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,18,doardo wilian,7,-,3,10,-,-,32,2,53%,16%,24,2,-,7,29%,-
6411,2022-12-10,nice,redwitz rafael,salle maréchal harnes,,totals,46,15,18,73,12,2,64,5,59%,28%,99,4,7,36,36%,8
