Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,2,lomba gilles,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,3,galabov jan,11,3,4,15,4,-,33,1,36%,9%,20,1,1,10,50%,1
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,5,marshman michael,2,1,1,2,1,1,-,-,.,.,1,-,-,1,100%,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,6,corre raphaël,3,3,-,12,3,1,1,-,0%,0%,1,-,-,-,0%,2
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,7,bouleau pierre (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,8,plak fabian,10,3,6,13,2,1,1,-,0%,0%,11,2,-,8,73%,1
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,9,toledo pierre,7,1,1,2,2,-,-,-,.,.,17,1,3,7,41%,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,10,aciobanitei robert-adrian,14,5,6,15,2,1,17,2,53%,35%,26,4,-,13,50%,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,12,indra patrik,12,6,4,21,3,3,1,-,0%,0%,21,-,5,9,43%,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,14,da silva cédric,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,15,gasman patrick,12,6,10,14,2,1,1,-,100%,100%,16,-,-,8,50%,3
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,17,hoss thales (l),-,-,-1,-,-,-,19,1,58%,37%,-,-,-,-,.,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,18,wounembaina nathan,-,-,-4,1,-,-,5,2,20%,20%,4,1,1,-,0%,-
6372,2022-11-02,chaumont,prandi silvano,palestra chaumont,,totals,71,28,27,96,19,8,78,6,44%,23%,117,9,10,56,48%,7
