Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,1,gouessant brendan,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,3,burel nicolas,8,3,4,11,2,1,2,-,100%,0%,10,2,-,4,40%,3
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,4,mendes spencer helder roni,14,4,10,14,3,-,1,-,0%,0%,23,1,-,13,57%,1
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,5,ensing kyle,19,6,14,13,3,1,-,-,.,.,32,1,1,17,53%,1
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,7,gimeno rubio alvaro,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,9,pompon quentin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,11,marelic marino,13,9,5,16,3,3,24,2,58%,38%,19,-,3,9,47%,1
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,12,martins lourenco,10,5,7,18,-,2,19,1,68%,21%,20,1,1,7,35%,1
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,13,sol jean-philippe,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,14,isaacson quinn,7,6,6,21,1,5,-,-,.,.,2,-,-,1,50%,1
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,16,duee ludovic (l),-,-,-,-,-,-,16,-,75%,31%,-,-,-,-,.,-
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,18,hamacher hugo,1,-,-,-,-,-,2,1,0%,0%,1,-,-,1,100%,-
6378,2022-11-06,st-nazaire,leonaldo roberley luiz,coubertin saint-nazaire,,totals,72,33,46,93,12,12,64,4,64%,28%,107,5,5,52,49%,8
