Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,1,mosquera galvis ronnie stewar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,3,vasquez osta moises eduardo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,4,socie victor,-,-,-3,4,2,-,1,-,0%,0%,1,-,1,-,0%,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,5,lersch da silveira vinicius,-,-,-2,1,1,-,4,1,25%,25%,-,-,-,-,.,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,6,jouffroy quentin,4,3,-2,16,4,1,1,-,0%,0%,5,1,1,2,40%,1
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,7,ramon luca (l),-,-,-1,-,-,-,21,1,43%,24%,-,-,-,-,.,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,8,gabin alexandre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,9,vettori luca,23,13,15,19,3,3,-,-,.,.,38,2,3,17,45%,3
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,10,ramon ferragut jordi,18,8,6,26,5,5,28,2,46%,25%,27,3,2,12,44%,1
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,11,dijoud tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,12,kolev nikolay,12,6,10,8,1,2,2,-,100%,100%,10,1,-,5,50%,5
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,15,faganas julien,-,-,-1,2,1,-,-,-,.,.,-,-,-,-,.,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,18,gelinski danilo,1,-,1,15,-,-,-,-,.,.,2,-,-,1,50%,-
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,19,rivas quijada willner enrique,21,7,7,9,3,-,22,4,32%,23%,33,3,4,17,52%,4
6494,2023-03-11,narbonne,falasca guillermo,louis marty sète,,totals,79,37,30,100,20,11,79,8,41%,25%,116,10,11,54,47%,14
