Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,1,de barros ferreira joao rafael,20,8,11,16,4,-,24,1,54%,29%,26,-,4,15,58%,5
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,2,derouillon pierre,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,5,nascimento dos santos leandro,4,2,1,10,2,-,1,-,0%,0%,5,-,1,2,40%,2
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,6,pelvet aymeric (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,7,palonsky luciano,16,5,10,19,3,3,15,-,60%,7%,15,2,1,11,73%,2
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,8,chauvin gary,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,9,bruckert thiebault,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,10,drame neto aboubacar,16,7,10,11,3,-,-,-,.,.,23,-,3,13,57%,3
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,12,teryomenko dmytro,9,5,5,16,4,1,1,-,100%,100%,8,-,-,6,75%,2
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,14,diez benjamin (l),-,-,-,-,-,-,12,-,58%,33%,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,17,coric zeljko,5,3,4,18,1,2,-,-,.,.,3,-,-,3,100%,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,19,monteiro de santana jose ademar,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,20,klajmon jakub,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,22,parkinson michael,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6989,2023-05-13,tours,fronckowiak marcelo,robert grenon tours,,totals,70,30,41,91,17,6,53,1,57%,25%,80,2,9,50,63%,14
