Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,1,gueye moussé,9,1,1,14,6,-,-,-,.,.,10,1,1,7,70%,2
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,2,bazin yannick,-,-,-1,8,1,-,-,-,.,.,-,-,-,-,.,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,3,chaboissant anatole,2,1,1,12,1,-,-,-,.,.,1,-,-,1,100%,1
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,4,galtie timothé,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,5,magnin simon,3,3,1,8,2,1,-,-,.,.,2,-,-,2,100%,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,7,huetz françois,7,3,4,9,2,-,-,-,.,.,11,-,1,4,36%,3
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,10,thoral thibaut,11,5,-,17,5,1,34,2,59%,24%,26,2,2,9,35%,1
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,13,lemeur tanguy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,16,neves atu chizoba eduardo,26,4,17,18,5,1,-,-,.,.,47,3,1,25,53%,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,17,lopez pascual tomas,12,1,5,21,1,-,27,1,59%,26%,26,-,5,12,46%,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,18,horvath kristof,1,-,1,-,-,-,1,-,100%,0%,1,-,-,1,100%,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,19,massimino franco (l),-,-,-3,-,-,-,24,3,38%,29%,-,-,-,-,.,-
6363,2022-10-29,nantes rezé,henno hubert,lawson body poitiers,,totals,71,18,26,107,23,3,86,6,53%,26%,124,6,10,61,49%,7
