Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,1,gouessant brendan,-,-,-1,5,1,-,-,-,.,.,-,-,-,-,.,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,3,burel nicolas,13,5,12,16,1,1,1,-,100%,100%,10,-,-,8,80%,4
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,4,mendes spencer helder roni,20,3,17,19,2,1,2,-,50%,50%,25,1,-,16,64%,3
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,5,ensing kyle,19,3,12,12,3,-,1,-,0%,0%,36,1,3,19,53%,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,7,gimeno rubio alvaro,1,-,1,-,-,-,-,-,.,.,2,-,-,1,50%,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,9,pompon quentin,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,11,marelic marino,1,-,-3,3,3,-,2,-,50%,50%,4,-,1,1,25%,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,12,martins lourenco,9,3,2,14,5,1,25,-,56%,44%,19,-,2,8,42%,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,13,sol jean-philippe,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,14,isaacson quinn,2,2,-1,17,2,1,-,-,.,.,2,1,-,1,50%,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,16,duee ludovic (l),-,-,-2,-,-,-,18,2,44%,22%,-,-,-,-,.,-
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,18,hamacher hugo,7,-,-3,13,2,-,38,3,58%,24%,20,2,3,6,30%,1
6956,2023-04-19,st-nazaire,leonaldo roberley luiz,palestra chaumont,,totals,72,16,34,99,19,4,87,5,54%,31%,118,5,9,60,51%,8
