Match ID,Match Date,Guest Team,Guest Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage (Pos%),Excellent/ Perfect Pass Percentage (Exc.%),Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6917,2023-04-08,sète,marquet luc,trocardière rezé,1,gauna maximiliano,10,2,7,15,1,1,-,-,.,.,16,1,1,8,50%,1
6917,2023-04-08,sète,marquet luc,trocardière rezé,3,hrytsenko danylo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6917,2023-04-08,sète,marquet luc,trocardière rezé,8,diop cheikh,-,-,-3,3,2,-,-,-,.,.,1,1,-,-,0%,-
6917,2023-04-08,sète,marquet luc,trocardière rezé,9,picard  tom,13,5,2,19,3,-,44,2,41%,27%,27,1,5,12,44%,1
6917,2023-04-08,sète,marquet luc,trocardière rezé,13,beriot timo,1,-,1,1,-,-,2,-,50%,50%,1,-,-,1,100%,-
6917,2023-04-08,sète,marquet luc,trocardière rezé,14,deveze romain (l),-,-,-1,-,-,-,35,1,46%,34%,-,-,-,-,.,-
6917,2023-04-08,sète,marquet luc,trocardière rezé,15,russell kyle,16,5,7,19,4,2,-,-,.,.,35,2,3,12,34%,2
6917,2023-04-08,sète,marquet luc,trocardière rezé,16,fouillade  hugo,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6917,2023-04-08,sète,marquet luc,trocardière rezé,17,zanotti lisandro,24,9,18,16,2,1,17,2,47%,41%,34,1,1,22,65%,1
6917,2023-04-08,sète,marquet luc,trocardière rezé,18,kreek ardo,12,2,7,19,3,-,1,-,0%,0%,17,-,2,11,65%,1
6917,2023-04-08,sète,marquet luc,trocardière rezé,20,epp derek ,3,1,-2,15,2,-,-,-,.,.,8,2,1,2,25%,1
6917,2023-04-08,sète,marquet luc,trocardière rezé,,totals,79,24,36,107,17,4,99,5,43%,32%,139,8,13,68,49%,7
