Match ID,Match Date,Home Team,Home Coach,Stadium,Number,Name,Total Points,Break Points,W-L,Total Serve,Serve Errors,Ace,Total Receptions,Reception Erros,Positive Pass Percentage,Excellent/ Perfect Pass Percentage,Total Attacks,Attack Erros,Blocked Attack,Attack Points (Exc.),Attack Points Percentage (Exc.%),Block Points
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,1,kroiss philipp (l),-,-,-1,-,-,-,20,1,65%,35%,-,-,-,-,.,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,2,grosnon quentin (l),-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,3,lalisse  rémy,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,4,takaniko boris,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,6,dutra oliveira yago,9,3,2,11,1,2,18,-,78%,56%,20,4,2,7,35%,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,7,villard paul,15,7,2,16,4,2,31,1,55%,35%,28,4,4,12,43%,1
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,10,van zeist maikel,2,-,-1,4,2,-,-,-,.,.,3,-,1,2,67%,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,11,pepin tinaël,14,5,-,12,3,-,-,-,.,.,34,3,8,14,41%,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,14,geiler  baptiste,3,1,2,9,1,1,7,-,43%,43%,7,-,-,2,29%,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,15,fiel david,7,-,6,11,1,-,2,-,50%,50%,11,-,-,7,64%,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,17,jecmenica ivan,6,2,4,6,1,-,-,-,.,.,8,-,1,5,63%,1
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,19,folguera xavier,-,-,-1,15,1,-,-,-,.,.,2,-,-,-,0%,-
6461,2023-02-04,cambrai,denys gabriel,vanpoulle cambrai,,totals,56,18,13,84,14,5,78,2,62%,41%,113,11,16,49,43%,2
